name,wilayah,category
SMK Al Falah,Jakarta Selatan,sma_smk
SMK Al Hidayah 1 Jakarta,Jakarta Selatan,sma_smk
SMK Al Hidayah 2 Jakarta,Jakarta Selatan,sma_smk
SMK Al Hidayah Lestari,Jakarta Selatan,sma_smk
SMK Al Kautsar,Jakarta Selatan,sma_smk
SMK Al Makmur Jakarta,Jakarta Selatan,sma_smk
SMK Amaliyah,Jakarta Selatan,sma_smk
SMK An Nuriyah,Jakarta Selatan,sma_smk
SMK As Sa`adah,Jakarta Selatan,sma_smk
SMK As Syafi`iyah Jakarta,Jakarta Selatan,sma_smk
SMK Asisi,Jakarta Selatan,sma_smk
SMK Averus,Jakarta Selatan,sma_smk
SMK Bakti 17,Jakarta Selatan,sma_smk
SMK Bakti Idhata,Jakarta Selatan,sma_smk
SMK Bina Putra Jakarta,Jakarta Selatan,sma_smk
SMK Budi Asih,Jakarta Selatan,sma_smk
SMK Bunda Kandung Jakarta,Jakarta Selatan,sma_smk
SMK Cyber Media,Jakarta Selatan,sma_smk
SMK Daarul Uluum,Jakarta Selatan,sma_smk
SMK Daarussalaam Jakarta,Jakarta Selatan,sma_smk
SMK Dharma Karya,Jakarta Selatan,sma_smk
SMK Fatahillah,Jakarta Selatan,sma_smk
SMK Gapura Merah Putih,Jakarta Selatan,sma_smk
SMK Gita Kirtti 1 Jakarta,Jakarta Selatan,sma_smk
SMK Grafika Desa Putera Jakarta,Jakarta Selatan,sma_smk
SMK Grafika Yayasan Lektur,Jakarta Selatan,sma_smk
SMK Harnasto Institut Jakarta,Jakarta Selatan,sma_smk
SMK Hidatha Jakarta,Jakarta Selatan,sma_smk
SMK Islam Al Hikmah,Jakarta Selatan,sma_smk
SMK Islam Andalus,Jakarta Selatan,sma_smk
SMK Islam Wijaya Kusuma,Jakarta Selatan,sma_smk
SMK Islam YPS,Jakarta Selatan,sma_smk
SMK IT Aisyiyah,Jakarta Selatan,sma_smk
SMK Jagakarsa,Jakarta Selatan,sma_smk
SMK Jakarta Manajemen,Jakarta Selatan,sma_smk
SMK Jakarta Wisata 1,Jakarta Selatan,sma_smk
SMK Kahuripan 1 Jakarta,Jakarta Selatan,sma_smk
SMK Kartika X 2,Jakarta Selatan,sma_smk
SMK Karya Guna Jakarta,Jakarta Selatan,sma_smk
SMK Karya Teladan,Jakarta Selatan,sma_smk
SMK Keluarga Widuri,Jakarta Selatan,sma_smk
SMK Kemala Bhayangkari Delog,Jakarta Selatan,sma_smk
SMK Kesehatan Mulia Karya Husada,Jakarta Selatan,sma_smk
SMK Kesehatan Sekawan,Jakarta Selatan,sma_smk
SMK Kharismawita 1 Jakarta,Jakarta Selatan,sma_smk
SMK Kharismawita 2 Jakarta,Jakarta Selatan,sma_smk
SMK Krisanti,Jakarta Selatan,sma_smk
SMK LP3 Istana,Jakarta Selatan,sma_smk
SMK Makarya 1 Jakarta,Jakarta Selatan,sma_smk
SMK Makarya 2 Jakarta,Jakarta Selatan,sma_smk
SMK Media Informatika,Jakarta Selatan,sma_smk
SMK Miftahul Falah Jakarta,Jakarta Selatan,sma_smk
SMK Mitra Pembangunan,Jakarta Selatan,sma_smk
SMK Muhammadiyah 7 Jakarta,Jakarta Selatan,sma_smk
SMK Muhammadiyah 9 Jakarta,Jakarta Selatan,sma_smk
SMK Muhammadiyah 15 Jakarta,Jakarta Selatan,sma_smk
SMK Musik Perguruan Cikini,Jakarta Selatan,sma_smk
SMK Pandawa Budi Luhur Jakarta,Jakarta Selatan,sma_smk
SMK Pasar Minggu Jakarta,Jakarta Selatan,sma_smk
SMK Patria Wisata Jakarta,Jakarta Selatan,sma_smk
SMK Pembangunan Jaya Yakapi,Jakarta Selatan,sma_smk
SMK Perguruan Rakyat,Jakarta Selatan,sma_smk
SMK Perwira Jakarta,Jakarta Selatan,sma_smk
SMK PGRI 15 Jakarta,Jakarta Selatan,sma_smk
SMK PGRI 23 Jakarta,Jakarta Selatan,sma_smk
SMK PGRI 37 Jakarta,Jakarta Selatan,sma_smk
SMK Plus Al Musyarrofah,Jakarta Selatan,sma_smk
SMK Pondok Indah,Jakarta Selatan,sma_smk
SMK Purnama 1 Jakarta,Jakarta Selatan,sma_smk
SMK Purnama 2 Jakarta,Jakarta Selatan,sma_smk
SMK Purnama 3 Jakarta,Jakarta Selatan,sma_smk
SMK Puspita Persada,Jakarta Selatan,sma_smk
SMK Putra Satria,Jakarta Selatan,sma_smk
SMK RPI Jakarta,Jakarta Selatan,sma_smk
SMK Selagan Jaya,Jakarta Selatan,sma_smk
SMK Sumbangsih,Jakarta Selatan,sma_smk
SMK Tanjung Barat,Jakarta Selatan,sma_smk
SMK Tarakanita Jakarta,Jakarta Selatan,sma_smk
SMK Teladan,Jakarta Selatan,sma_smk
SMK Teladan Utama,Jakarta Selatan,sma_smk
SMK Tri Mulia Jakarta,Jakarta Selatan,sma_smk
SMK Triguna 1956,Jakarta Selatan,sma_smk
SMK Trikarya,Jakarta Selatan,sma_smk
SMK Tunas Grafika Informatika,Jakarta Selatan,sma_smk
SMK Tunas Pembangunan,Jakarta Selatan,sma_smk
SMK Walisongo Jakarta,Jakarta Selatan,sma_smk
SMK Wisata Indonesia,Jakarta Selatan,sma_smk
SMK Yanusa Jakarta,Jakarta Selatan,sma_smk
SMK Yapenap Jakarta,Jakarta Selatan,sma_smk
SMK Yapimda,Jakarta Selatan,sma_smk
SMK Yapri Jakarta,Jakarta Selatan,sma_smk
SMK Yasda,Jakarta Selatan,sma_smk
SMK Yaspen,Jakarta Selatan,sma_smk
SMK Yaspia,Jakarta Selatan,sma_smk
SMK YP Mulia,Jakarta Selatan,sma_smk
SMK YPK Kesatuan Jakarta,Jakarta Selatan,sma_smk
SMK YPUI Jakarta,Jakarta Selatan,sma_smk
SMK Adi Luhur Jakarta,Jakarta Timur,sma_smk
SMK Al Akhyar 1 Jakarta,Jakarta Timur,sma_smk
SMK Al Akhyar 2 Jakarta,Jakarta Timur,sma_smk
SMK Al Fathiyah Jakarta,Jakarta Timur,sma_smk
SMK Al Hadiriyah,Jakarta Timur,sma_smk
SMK Al Wahyu Jakarta,Jakarta Timur,sma_smk
SMK Al Washliyah Jakarta,Jakarta Timur,sma_smk
SMK Al Wathoniyah Jakarta,Jakarta Timur,sma_smk
SMK Analis Kesehatan Ditkesad,Jakarta Timur,sma_smk
SMK Analis Kesehatan Tunas Medika,Jakarta Timur,sma_smk
SMK Angkasa 1 Jakarta,Jakarta Timur,sma_smk
SMK Ankes Tunas Harapan,Jakarta Timur,sma_smk
SMK Ar Raisiyah Husada,Jakarta Timur,sma_smk
SMK As Saadah,Jakarta Timur,sma_smk
SMK As Syafiiyah 2,Jakarta Timur,sma_smk
SMK Atlantica Wisata Jakarta,Jakarta Timur,sma_smk
SMK Bhakti 1 Jakarta,Jakarta Timur,sma_smk
SMK Bhakti Pertiwi Jakarta,Jakarta Timur,sma_smk
SMK Bhumi Husada,Jakarta Timur,sma_smk
SMK Bina Citra Asia,Jakarta Timur,sma_smk
SMK Bina Dharma,Jakarta Timur,sma_smk
SMK Bina Karya Utama Jakarta,Jakarta Timur,sma_smk
SMK Bina Manajemen Jakarta,Jakarta Timur,sma_smk
SMK Bina Medika Jakarta,Jakarta Timur,sma_smk
SMK Bina Nusa Mandiri,Jakarta Timur,sma_smk
SMK Bina Pangudi Luhur Jakarta,Jakarta Timur,sma_smk
SMK Bina Pembangunan 1,Jakarta Timur,sma_smk
SMK Bina Prestasi,Jakarta Timur,sma_smk
SMK Bisnis Indonesia Jakarta,Jakarta Timur,sma_smk
SMK BPS&K 1 Jakarta,Jakarta Timur,sma_smk
SMK BPS&K 2 Jakarta,Jakarta Timur,sma_smk
SMK Budaya Jakarta,Jakarta Timur,sma_smk
SMK Budhi Warman 1 Jakarta,Jakarta Timur,sma_smk
SMK Budhi Warman 2 Jakarta,Jakarta Timur,sma_smk
SMK Budi Mulia Utama,Jakarta Timur,sma_smk
SMK Budi Murni 1 Jakarta,Jakarta Timur,sma_smk
SMK Budi Murni 3 Jakarta,Jakarta Timur,sma_smk
SMK Budi Murni 4 Jakarta,Jakarta Timur,sma_smk
SMK Budi Murni 5 Jakarta,Jakarta Timur,sma_smk
SMK Cahaya Sakti Jakarta,Jakarta Timur,sma_smk
SMK Caraka Nusantara,Jakarta Timur,sma_smk
SMK Cipta Karya Jakarta,Jakarta Timur,sma_smk
SMK Citra Dharma Jakarta,Jakarta Timur,sma_smk
SMK Citra Mandiri Jakarta,Jakarta Timur,sma_smk
SMK Corpatarin 1 Jakarta,Jakarta Timur,sma_smk
SMK Corpatarin 2 Jakarta,Jakarta Timur,sma_smk
SMK Dewi Sartika,Jakarta Timur,sma_smk
SMK Dharma Paramitha,Jakarta Timur,sma_smk
SMK Dharma Surya,Jakarta Timur,sma_smk
SMK Dinamika Pembangunan 1 Jakarta,Jakarta Timur,sma_smk
SMK Dinamika Pembangunan 2 Jakarta,Jakarta Timur,sma_smk
SMK Diponegoro 1 Jakarta,Jakarta Timur,sma_smk
SMK Era Pembangunan Umat Jakarta,Jakarta Timur,sma_smk
SMK Farmasi Ikifa,Jakarta Timur,sma_smk
SMK Fensensius Jakarta,Jakarta Timur,sma_smk
SMK Fransiskus 1 Jakarta,Jakarta Timur,sma_smk
SMK Garuda Jakarta,Jakarta Timur,sma_smk
SMK Gita Wisata,Jakarta Timur,sma_smk
SMK Global Cendekia,Jakarta Timur,sma_smk
SMK Gutama Jakarta,Jakarta Timur,sma_smk
SMK Harapan 1 Jakarta,Jakarta Timur,sma_smk
SMK Hatawana,Jakarta Timur,sma_smk
SMK IMTAQ Darurrahim Jakarta,Jakarta Timur,sma_smk
SMK Insan Mulia Informatika,Jakarta Timur,sma_smk
SMK Insan Teknologi Jakarta,Jakarta Timur,sma_smk
SMK IPTEK Jakarta,Jakarta Timur,sma_smk
SMK Islam Al Makiyah,Jakarta Timur,sma_smk
SMK Islam Malahayati,Jakarta Timur,sma_smk
SMK Islam PB Soedirman 1 Jakarta,Jakarta Timur,sma_smk
SMK Islam PB Soedirman 2 Jakarta,Jakarta Timur,sma_smk
SMK IT Assalaamah,Jakarta Timur,sma_smk
SMK Jakarta 1,Jakarta Timur,sma_smk
SMK Jakarta Raya 1,Jakarta Timur,sma_smk
SMK Jakarta Raya 2,Jakarta Timur,sma_smk
SMK Jakarta Timur 1,Jakarta Timur,sma_smk
SMK Jakarta Timur 2,Jakarta Timur,sma_smk
SMK Jayawisata 2 Jakarta,Jakarta Timur,sma_smk
SMK Kalpataru Cakung Jakarta,Jakarta Timur,sma_smk
SMK Karya Dharma 2 Jakarta,Jakarta Timur,sma_smk
SMK Karya Ekopin,Jakarta Timur,sma_smk
SMK Karya Wijaya Kusuma Jakarta,Jakarta Timur,sma_smk
SMK Kawula Indonesia,Jakarta Timur,sma_smk
SMK Kawula Jakarta,Jakarta Timur,sma_smk
SMK Kemala Bhayangkari 1 Jakarta,Jakarta Timur,sma_smk
SMK Kesdam Jaya,Jakarta Timur,sma_smk
SMK L`pina Jakarta,Jakarta Timur,sma_smk
SMK Laboratorium Jakarta,Jakarta Timur,sma_smk
SMK Mahadhika 1 Jakarta,Jakarta Timur,sma_smk
SMK Mahadhika 2 Jakarta,Jakarta Timur,sma_smk
SMK Mahadhika 3 Jakarta,Jakarta Timur,sma_smk
SMK Mahadhika 4 Jakarta,Jakarta Timur,sma_smk
SMK Malaka Jakarta,Jakarta Timur,sma_smk
SMK Mandala Tiara Bangsa,Jakarta Timur,sma_smk
SMK Mardhika,Jakarta Timur,sma_smk
SMK Mardi Bakti Jakarta,Jakarta Timur,sma_smk
SMK Medical High School,Jakarta Timur,sma_smk
SMK Mercusuar,Jakarta Timur,sma_smk
SMK Mitra Kencana Jakarta,Jakarta Timur,sma_smk
SMK Muara Indonesia Jakarta,Jakarta Timur,sma_smk
SMK Muhammadiyah 6 Jakarta,Jakarta Timur,sma_smk
SMK Multimedia Nusantara,Jakarta Timur,sma_smk
SMK Nasional Alfan,Jakarta Timur,sma_smk
SMK Nurul Huda,Jakarta Timur,sma_smk
SMK Nurul Iman Jakarta,Jakarta Timur,sma_smk
SMK Nurul Islam Jakarta,Jakarta Timur,sma_smk
SMK Nusantara Wisata Respati,Jakarta Timur,sma_smk
SMK Otomindo,Jakarta Timur,sma_smk
SMK Pancasila Jakarta,Jakarta Timur,sma_smk
SMK Pandawa,Jakarta Timur,sma_smk
SMK Pangudi Rahayu I Jakarta,Jakarta Timur,sma_smk
SMK Pangudi Rahayu II Jakarta,Jakarta Timur,sma_smk
SMK Paramitha 2 Jakarta,Jakarta Timur,sma_smk
SMK Paramitha Jakarta,Jakarta Timur,sma_smk
SMK Paskita Global,Jakarta Timur,sma_smk
SMK Pelayaran Bimasakti Jakarta,Jakarta Timur,sma_smk
SMK Pelayaran Dewaruci,Jakarta Timur,sma_smk
SMK Pelayaran Pembangunan Jakarta,Jakarta Timur,sma_smk
SMK Pelita Tiga No 1 Jakarta,Jakarta Timur,sma_smk
SMK Pembangunan,Jakarta Timur,sma_smk
SMK Perbankan Nasional Jakarta,Jakarta Timur,sma_smk
SMK Perdana Kusuma,Jakarta Timur,sma_smk
SMK Perguruan Rakyat 2,Jakarta Timur,sma_smk
SMK Pertiwi Jakarta,Jakarta Timur,sma_smk
SMK Petri Jaya,Jakarta Timur,sma_smk
SMK PGRI 1 Jakarta,Jakarta Timur,sma_smk
SMK PGRI 16 Jakarta,Jakarta Timur,sma_smk
SMK PGRI 20 Jakarta,Jakarta Timur,sma_smk
SMK PGRI 28 Jakarta,Jakarta Timur,sma_smk
SMK PGRI 39 Jakarta,Jakarta Timur,sma_smk
SMK PGRI 8 Jakarta,Jakarta Timur,sma_smk
SMK PKP 1 Jakarta,Jakarta Timur,sma_smk
SMK Prestasi Agung,Jakarta Timur,sma_smk
SMK Prestasi Prima,Jakarta Timur,sma_smk
SMK Pusaka 1 Jakarta,Jakarta Timur,sma_smk
SMK Rahayu Mulyo,Jakarta Timur,sma_smk
SMK Respati 1,Jakarta Timur,sma_smk
SMK Respati 2 Jakarta,Jakarta Timur,sma_smk
SMK Ristek Jaya Jakarta,Jakarta Timur,sma_smk
SMK Ristek Kikin Jakarta,Jakarta Timur,sma_smk
SMK Sahid Jakarta,Jakarta Timur,sma_smk
SMK Santa Lucia,Jakarta Timur,sma_smk
SMK Satya Bhakti 1 Jakarta,Jakarta Timur,sma_smk
SMK Satya Bhakti 2 Jakarta,Jakarta Timur,sma_smk
SMK Sriwijaya Jakarta,Jakarta Timur,sma_smk
SMK St Bonaventura Jakarta,Jakarta Timur,sma_smk
SMK Swadaya Global School,Jakarta Timur,sma_smk
SMK T Kapin Jakarta,Jakarta Timur,sma_smk
SMK Teknik 10 Nopember,Jakarta Timur,sma_smk
SMK Teratai Putih Jakarta,Jakarta Timur,sma_smk
SMK Tirta Sari Surya,Jakarta Timur,sma_smk
SMK Trampil Jakarta,Jakarta Timur,sma_smk
SMK Tri Sastra 1 Jakarta,Jakarta Timur,sma_smk
SMK Tri Sastra 2 Jakarta,Jakarta Timur,sma_smk
SMK Tunas Markatin,Jakarta Timur,sma_smk
SMK Uswatun Hasanah,Jakarta Timur,sma_smk
SMK Wawasan Nusantara Jakarta,Jakarta Timur,sma_smk
SMK Widya Manggala Jakarta,Jakarta Timur,sma_smk
SMK Yamas Jakarta,Jakarta Timur,sma_smk
SMK Yaspia 17,Jakarta Timur,sma_smk
SMK YP Darul Mukminin,Jakarta Timur,sma_smk
SMK YP IPPI Jakarta,Jakarta Timur,sma_smk
SMK YPIA Al Falah Jakarta,Jakarta Timur,sma_smk
MAK Unggulan Informatika,Jakarta Selatan,sma_smk
Taman Suropati,Jakarta Pusat,taman
Taman Jalan Layang Non Tol Tanah Abang,Jakarta Pusat,taman
Taman Menteng,Jakarta Pusat,taman
Taman Mangrove Muara Angke,Jakarta Utara,taman
Taman Waduk Pluit,Jakarta Utara,taman
Taman Waduk Ria Rio,Jakarta Timur,taman
Taman Sunter,Jakarta Utara,taman
Taman Aheme,Jakarta Selatan,taman
Taman Bendera Pusaka,Jakarta Selatan,taman
Taman Mahakam,Jakarta Selatan,taman
Taman Mataram,Jakarta Selatan,taman
Taman Jagakarsa,Jakarta Selatan,taman
Taman Literasi Martha Christina Tiahahu,Jakarta Selatan,taman
Taman Semanggi,Jakarta Selatan,taman
RPTRA Bahari,Jakarta Selatan,taman
RPTRA Sungai Bambu,Jakarta Utara,taman
RPTRA Jatinegara,Jakarta Timur,taman
RPTRA Meruya Utara,Jakarta Barat,taman
RPTRA Meruya Selatan,Jakarta Barat,taman
RPTRA Kembangan Selatan,Jakarta Barat,taman
RPTRA Cipinang Besar Utara,Jakarta Timur,taman
RPTRA Rusun Pulo Gebang,Jakarta Timur,taman
RPTRA Karet Tengsin,Jakarta Pusat,taman
RPTRA Amir Hamzah,Jakarta Pusat,taman
RPTRA Borobudur,Jakarta Pusat,taman
RPTRA Krendang,Jakarta Barat,taman
Taman Hutan Kota Penjaringan,Jakarta Utara,taman
RPTRA Sunter Jaya,Jakarta Utara,taman
Taman Situ Lembang,Jakarta Pusat,taman
RPTRA Pulo Gundul,Jakarta Pusat,taman
RPTRA Rasamala,Jakarta Selatan,taman
RPTRA Cililitan,Jakarta Timur,taman
RPTRA Rawa Badak Utara,Jakarta Utara,taman
RPTRA Manunggal,Jakarta Barat,taman
RPTRA Melati Duri Pulo,Jakarta Pusat,taman
RPTRA Ciganjur Berseri,Jakarta Selatan,taman
RPTRA Kampung Perigi,Jakarta Selatan,taman
Taman Nasional Kepulauan Seribu,Kepulauan Seribu,tempat_wisata
Discovery Pulau Seribu,Kepulauan Seribu,tempat_wisata
Pulau Ayer,Kepulauan Seribu,tempat_wisata
Pulau Seribu,Kepulauan Seribu,tempat_wisata
Pulau Harapan,Kepulauan Seribu,tempat_wisata
Pulau Untung Jawa,Kepulauan Seribu,tempat_wisata
Pulau Semak Daun,Kepulauan Seribu,tempat_wisata
Pulau Bira,Kepulauan Seribu,tempat_wisata
Pulau Bidadari,Kepulauan Seribu,tempat_wisata
Pulau Tidung,Kepulauan Seribu,tempat_wisata
Pulau Onrust,Kepulauan Seribu,tempat_wisata
Pulau Kotok,Kepulauan Seribu,tempat_wisata
Pulau Pramuka,Kepulauan Seribu,tempat_wisata
Pantai Bukit Matahari,Kepulauan Seribu,tempat_wisata
Pantai Pasir Perawan,Kepulauan Seribu,tempat_wisata
Pantai Anyer,Kepulauan Seribu,tempat_wisata
Penangkaran penyu sisik,Kepulauan Seribu,tempat_wisata
Penangkaran Hiu [ 1 ],Kepulauan Seribu,tempat_wisata
Museum Fatahillah,Jakarta Barat,tempat_wisata
Taman Tomang (Taman Cattleya),Jakarta Barat,tempat_wisata
Hutan Kota Srengseng,Jakarta Barat,tempat_wisata
Museum Wayang,Jakarta Barat,tempat_wisata
Jakarta Aquarium,Jakarta Barat,tempat_wisata
Museum Seni Rupa dan Keramik,Jakarta Barat,tempat_wisata
Museum Tekstil,Jakarta Barat,tempat_wisata
Kerta Niaga Kota Tua,Jakarta Barat,tempat_wisata
Museum Mandiri,Jakarta Barat,tempat_wisata
Pasar Glodok,Jakarta Barat,tempat_wisata
China Town,Jakarta Barat,tempat_wisata
Slipi Jaya Plaza Slipi,Jakarta Barat,tempat_wisata
ITC Roxy Square,Jakarta Barat,tempat_wisata
Mall Taman Anggrek,Jakarta Barat,tempat_wisata
Mall Puri Indah,Jakarta Barat,tempat_wisata
Mall Daan Mogot,Jakarta Barat,tempat_wisata
Mall Ciputra Jakarta (d/h Citraland Mall),Jakarta Barat,tempat_wisata
Lokasari Plaza,Jakarta Barat,tempat_wisata
Lindeteves Trade Center (LTC-Glodok),Jakarta Barat,tempat_wisata
Taman Kali Jodo,Jakarta Barat,tempat_wisata
Hayam Wuruk Lindeteves,Jakarta Barat,tempat_wisata
Harco Glodok Taman Sari,Jakarta Barat,tempat_wisata
Glodok Plaza,Jakarta Barat,tempat_wisata
Monumen Selamat Datang,Jakarta Pusat,tempat_wisata
Monumen Proklamasi,Jakarta Pusat,tempat_wisata
Taman Suropati,Jakarta Pusat,tempat_wisata
Masjid Istiqlal,Jakarta Pusat,tempat_wisata
Wisata Kuliner Pecenongan,Jakarta Pusat,tempat_wisata
Taman Menteng,Jakarta Pusat,tempat_wisata
Taman Ismail Marzuki,Jakarta Pusat,tempat_wisata
Taman Lapangan Banteng,Jakarta Pusat,tempat_wisata
Kawasan Kota Tua,Jakarta Pusat,tempat_wisata
Museum Sumpah Pemuda,Jakarta Pusat,tempat_wisata
Museum Prasasti,Jakarta Pusat,tempat_wisata
Pasar Tanah Abang Blok A,Jakarta Pusat,tempat_wisata
Museum Gedung Mohammad Hoesni Thamrin,Jakarta Pusat,tempat_wisata
Monumen Nasional atau lebih dikenal Monas,Jakarta Pusat,tempat_wisata
Museum Nasional Republik Indonesia atau Museum Gajah,Jakarta Pusat,tempat_wisata
Museum Gajah,Jakarta Pusat,tempat_wisata
Museum Adam Malik,Jakarta Pusat,tempat_wisata
Museum Prangko Indonesia,Jakarta Pusat,tempat_wisata
Taman Prasasti,Jakarta Pusat,tempat_wisata
Gedung Joang '45,Jakarta Pusat,tempat_wisata
Planetarium Menteng,Jakarta Pusat,tempat_wisata
Museum Bank Indonesia,Jakarta Pusat,tempat_wisata
Grand Indonesia Shopping Town,Jakarta Pusat,tempat_wisata
Sarinah Plaza,Jakarta Pusat,tempat_wisata
Thamrin City,Jakarta Pusat,tempat_wisata
Pusat Pertokoan Duta Merlin Gambir,Jakarta Pusat,tempat_wisata
Senayan City,Jakarta Pusat,tempat_wisata
Lifestyle X'nter,Jakarta Pusat,tempat_wisata
ITC Roxy Mas,Jakarta Pusat,tempat_wisata
Harco Manggua Dua,Jakarta Pusat,tempat_wisata
Harco Mas Mangga Dua,Jakarta Pusat,tempat_wisata
Dusit Mangga Dua,Jakarta Pusat,tempat_wisata
Plaza Atrium,Jakarta Pusat,tempat_wisata
EX Plaza Indonesia,Jakarta Pusat,tempat_wisata
Plaza Menteng,Jakarta Pusat,tempat_wisata
ITC Cempaka Mas,Jakarta Pusat,tempat_wisata
Gajah Mada Plaza,Jakarta Pusat,tempat_wisata
Plaza Indonesia,Jakarta Pusat,tempat_wisata
Unit Pengelola Kawasan Perkampungan Budaya Betawi,Jakarta Selatan,tempat_wisata
Setu Babakan,Jakarta Selatan,tempat_wisata
Taman Anggrek Ragunan,Jakarta Selatan,tempat_wisata
Taman Spathodea Kebagusan,Jakarta Selatan,tempat_wisata
Kebun Binatang Ragunan,Jakarta Selatan,tempat_wisata
Taman Safari,Jakarta Selatan,tempat_wisata
Taman Ayodya,Jakarta Selatan,tempat_wisata
Museum Satria Mandala,Jakarta Selatan,tempat_wisata
Gandaria City,Jakarta Selatan,tempat_wisata
Pasaraya Blok M,Jakarta Selatan,tempat_wisata
Mall Blok M,Jakarta Selatan,tempat_wisata
Blok M Plaza,Jakarta Selatan,tempat_wisata
Melawai Plaza,Jakarta Selatan,tempat_wisata
Pasar Bata Putih,Jakarta Selatan,tempat_wisata
ITC Permata Hijau,Jakarta Selatan,tempat_wisata
Plaza Semanggi,Jakarta Selatan,tempat_wisata
Pacific Place,Jakarta Selatan,tempat_wisata
Setiabudi One,Jakarta Selatan,tempat_wisata
Mall Pondok Indah 1&2,Jakarta Selatan,tempat_wisata
Mall Ambassador Kuningan,Jakarta Selatan,tempat_wisata
ITC Kuningan Setiabudi,Jakarta Selatan,tempat_wisata
ITC Fatmawati,Jakarta Selatan,tempat_wisata
Mall Cilandak Cilandak,Jakarta Selatan,tempat_wisata
Cilandak Town Square Cilandak,Jakarta Selatan,tempat_wisata
Plaza Kalibata Pancoran,Jakarta Selatan,tempat_wisata
Pancoran,Jakarta Selatan,tempat_wisata
Taman Hutan Tebet,Jakarta Selatan,tempat_wisata
Taman Mini Indonesia Indah,Jakarta Timur,tempat_wisata
TMII Fresh Water Aquarium Park,Jakarta Timur,tempat_wisata
SnowBay Waterpark,Jakarta Timur,tempat_wisata
Bird Park TMII,Jakarta Timur,tempat_wisata
Archipelago Conservation Park,Jakarta Timur,tempat_wisata
BUPERTA,Jakarta Timur,tempat_wisata
Monumen Pancasila Sakti,Jakarta Timur,tempat_wisata
Museum Timor Timur,Jakarta Timur,tempat_wisata
Museum Pengkhianatan PKI,Jakarta Timur,tempat_wisata
Pulogadung Trade Center,Jakarta Timur,tempat_wisata
Tamini Square,Jakarta Timur,tempat_wisata
Pusat Grosir Cililitan,Jakarta Timur,tempat_wisata
Cibubur Junction,Jakarta Timur,tempat_wisata
Lippo Plaza Kramat Jati,Jakarta Timur,tempat_wisata
Taman Ria Atmaja,Jakarta Timur,tempat_wisata
Taman Wisata Alam Mangrove,Jakarta Utara,tempat_wisata
Museum Bahari,Jakarta Utara,tempat_wisata
Ocean Eco Park,Jakarta Utara,tempat_wisata
Ocean Dream,Jakarta Utara,tempat_wisata
Taman Impian Jaya Ancol,Jakarta Utara,tempat_wisata
DUFAN Ancol,Jakarta Utara,tempat_wisata
Sea World Ancol,Jakarta Utara,tempat_wisata
Atlantis Water Adventure,Jakarta Utara,tempat_wisata
Pantai Ancol,Jakarta Utara,tempat_wisata
Pasar Seni Ancol,Jakarta Utara,tempat_wisata
Gerbang Barat Ancol,Jakarta Utara,tempat_wisata
Ancol Lagoon,Jakarta Utara,tempat_wisata
Pantai Marunda,Jakarta Utara,tempat_wisata
Marina Beach,Jakarta Utara,tempat_wisata
Bartega,Jakarta Utara,tempat_wisata
Koja Trade Mall (KTM),Jakarta Utara,tempat_wisata
Plaza Koja - Ramayana Koja,Jakarta Utara,tempat_wisata
Emporium Pluit Mall,Jakarta Utara,tempat_wisata
Mall of Indonesia,Jakarta Utara,tempat_wisata
Kelapa Gading Trade Center,Jakarta Utara,tempat_wisata
Sports Mall Kelapa Gading,Jakarta Utara,tempat_wisata
Mall Artha Gading,Jakarta Utara,tempat_wisata
Mangga Dua Square,Jakarta Utara,tempat_wisata
Pasar Pagi Mangga Dua,Jakarta Utara,tempat_wisata
WTC Mangga Dua,Jakarta Utara,tempat_wisata
Pluit Village/Megamal Pluit,Jakarta Utara,tempat_wisata
Mall Sunter,Jakarta Utara,tempat_wisata
Mangga Dua Square,Jakarta Utara,tempat_wisata
Mall Kelapa Gading,Jakarta Utara,tempat_wisata
ITC Mangga Dua,Jakarta Utara,tempat_wisata
Universitas 17 Agustus 1945 Jakarta (UNTAG),None,universitas
Universitas Agung Podomoro,None,universitas
Universitas Al Azhar Indonesia (UAI),None,universitas
Universitas Azzahra,None,universitas
Universitas Bakrie (UB),None,universitas
Universitas Bhayangkara Jakarta Raya (UBHARA JAYA),None,universitas
Universitas Bina Nusantara (UBINUS),None,universitas
Universitas Binawan,None,universitas
Universitas Borobudur,None,universitas
Universitas Budi Luhur (UBL),None,universitas
Universitas Bunda Mulia (UBM),None,universitas
Universitas Bung Karno (UBK),None,universitas
Universitas Darma Persada (UNSADA),None,universitas
Universitas Darunnajah (UDN),None,universitas
Universitas Dian Nusantara (UNDIRA),None,universitas
Universitas Dirgantara Marsekal Suryadarma (UNSURYA),None,universitas
Universitas Esa Unggul (UEU),None,universitas
Universitas Ibnu Chaldun (UIC),None,universitas
Universitas Indonesia Maju,None,universitas
Universitas Indraprasta PGRI (UNINDRA),None,universitas
Universitas Insan Cita Indonesia (UICI),None,universitas
Universitas Islam Jakarta (UID),None,universitas
Universitas Jakarta,None,universitas
Universitas Jayabaya,None,universitas
Universitas Katolik Indonesia Atma Jaya,None,universitas
Universitas Kristen Indonesia (UKI),None,universitas
Universitas Kristen Krida Wacana (UKRIDA),None,universitas
Universitas Media Nusantara Citra (MNCU),None,universitas
Universitas Mercu Buana (UMB),None,universitas
Universitas Mpu Tantular (UMT),None,universitas
