WILAYAH,KECAMATAN,NAMA_JALAN,KELURAHAN_REF,KODEPOS_REF,STATUS
JAKARTA SELATAN,CILANDAK,JL. PASAR JUM-AT,,,Not_Found
JAKARTA SELATAN,CILANDAK,JL. PINANG,Lebak Bulus,12310.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. PINANG,Lebak Bulus,12310.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. PINANG KALI JATI,,,Not_Found
JAKARTA SELATAN,CILANDAK,JL. PONDOK LABU,Pondok Labu,12450.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. PURI MUTIARA,Cilandak Barat,12610.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. RA. KARTINI,Lebak Bulus,12310.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. RS. FATMAWATI,Cipete Selatan,12420.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. SWAKARYA,Pondok Labu,12450.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. TAMAN CILANDAK,Lebak Bulus,12450.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. TAROGONG,,,Not_Found
JAKARTA SELATAN,CILANDAK,JL. TB. SIMATUPANG,Cilandak Timur,12560.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. WIJAYA KUSUMA,Pondok Labu,12450.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. INTAN,Cilandak Barat,12450.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. CIPETE,Cipete Selatan,12410.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. CIPETE II,Cipete Selatan,12410.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. CIPETE III,Cipete Selatan,12420.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. CIPETE IV,Cipete Selatan,12420.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. CIPETE V,Cipete Selatan,12410.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. CIPETE VII,Cipete Selatan,12410.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. CIPETE VIII,Cipete Selatan,12410.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. CIPETE DALAM,Cipete Selatan,12410.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. GAHARU,Cilandak Barat,12430.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. PURI SAKTI,Cipete Selatan,12410.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. H. JUNAEDI,,,Not_Found
JAKARTA SELATAN,CILANDAK,JL. H. BATONG,,,Not_Found
JAKARTA SELATAN,CILANDAK,JL. PELITA,Cipete Selatan,12730.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. TEROGONG III,Cilandak Barat,12420.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. PONCOL,Gandaria Selatan,12420.0,OSM_Success
JAKARTA SELATAN,CILANDAK,JL. PERTANIAN,Lebak Bulus,12450.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. A U P,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. AMIL,Pasar Minggu,12510.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. AMPERA,Ragunan,12540.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. ANGSANA,Pejaten Timur,13530.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. BACANG II,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. BACANG III,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. BACANG IV,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. BACANG V,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. BACANG VI,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. BAKTI,Cilandak Timur,12450.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. BAMBU KUNING,Cilandak Timur,12610.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. BAUNG,Kebagusan,12530.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. BENDA,Cilandak Timur,12160.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. BUNCIT RAYA,Ragunan,12550.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. DAMAI,Pejaten Timur,13530.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. EMPANG TIGA,Kalibata,17240.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. GURAME,Pasar Minggu,12520.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. H. AMIL,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. H. SAMALI/SAMADI,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. HARSONO R.M,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. JATI MURNI,Jati Padang,12540.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. JATI PADANG,Jati Padang,12540.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. JERUK PURUT,Cilandak Timur,12610.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. KAVLING POLRI,Ragunan,12620.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. KEBAGUSAN,Kebagusan,12520.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. KEBAGUSAN II,Kebagusan,12520.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. KEBAGUSAN III,Kebagusan,12520.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. KEBAGUSAN IV,Kebagusan,12620.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. KEBAGUSAN RAYA,Ragunan,12520.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. KEBUN BINATANG,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. KEBUN BINATANG RAGUNAN,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. KEMANG SELATAN,Cilandak Timur,12160.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. KEMANG SELATAN,Cilandak Timur,12160.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. KEMANG TIMUR,Cilandak Timur,12160.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. KEMUNING,Pejaten Timur,13530.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. KKO RAYA,Cilandak Timur,12560.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. MADRASAH,Pasar Minggu,12520.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. MARGASATWA BARAT,Ragunan,12620.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. MARGASATWA RAYA,Cilandak Timur,12620.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. MASJID AL HIDAYAH,Pejaten Timur,17240.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. MELATI,Cilandak Timur,12560.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. MESJID AL FAJRI,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. MUJAIR,Pasar Minggu,12520.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. NANGKA,Cilandak Timur,12560.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. PEJATEN BARAT RAYA,Pejaten Barat,12510.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. PEJATEN RAYA,Pejaten Barat,12510.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. POL TANGAN,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. RAWAJATI TIMUR,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. RAYA PASAR MINGGU,Cilandak Timur,12160.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. RAYA RAGUNAN,Jati Padang,12510.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. RAYA RAWA BAMBU,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. RAYA TERMINAL BARU,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. SACO,Ragunan,12620.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. SALIARA,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. SAWO MANILA,Jati Padang,12510.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. SIAGA,Pejaten Barat,12510.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. SIAGA,Pejaten Barat,12510.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. SIAGA 11,Pejaten Barat,12510.0,Imputed_Success
JAKARTA SELATAN,PASAR MINGGU,JL. SWADAYA,Pejaten Timur,13530.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. TAMAN MARGASATWA,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. TANJUNG BARAT,Pejaten Timur,12530.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. TB. SIMATUPANG,Cilandak Timur,12560.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. WARGA,Pejaten Barat,12510.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. WARUNG JATI BARAT,Ragunan,12540.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. KEMANG SELATAN XII,Cilandak Timur,12160.0,Imputed_Success
JAKARTA SELATAN,PASAR MINGGU,JL. PEDURENAN,Cilandak Timur,12550.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. SAWO MANILA UNAS,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. RAWA JATI TIMUR,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. BATU,Pejaten Timur,17240.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. AYUB,Pejaten Barat,12740.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. H NOOR,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. SEPAT,Kebagusan,12520.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. JATI PADANG UTARA,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. KENANGA,Cilandak Timur,12610.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. BENDA ATAS,Cilandak Timur,12610.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. JOE,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. PAGUJATEN,Pejaten Timur,13530.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. POLTANGAN I - V,,,Not_Found
JAKARTA SELATAN,PASAR MINGGU,JL. GUNUK,Pejaten Timur,13760.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. SWADAYA,Pejaten Timur,13530.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. ASSAKINAH,Kebagusan,12520.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. PEKAYON,Ragunan,,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. PEJATEN BARAT,Pejaten Barat,12510.0,OSM_Success
JAKARTA SELATAN,PASAR MINGGU,JL. PEJATEN BARAT II,Pejaten Barat,12510.0,Imputed_Success
JAKARTA SELATAN,PASAR MINGGU,JL. PEJATEN BARAT III,Pejaten Barat,12510.0,Imputed_Success
JAKARTA SELATAN,PASAR MINGGU,JL. PEJATEN BARAT IV,Pejaten Barat,12510.0,Imputed_Success
JAKARTA SELATAN,JAGAKARSA,JL. AGUNG RAYA,Tanjung Barat,12530.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. ASELIH,Cipedak,,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. BAUNG,Lenteng Agung,12530.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. BELIMBING,Lenteng Agung,12620.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. BRIGIF,Ciganjur,16431.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. JAGAKARSA,Srengseng Sawah,16424.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. JERUK,Jagakarsa,12620.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. JOE,Lenteng Agung,12530.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. KAVLING POLRI,Jagakarsa,12620.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. KEBAGUSAN RAYA,Jagakarsa,12620.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. KECAPI,Jagakarsa,12620.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. KELAPA TIGA,Jagakarsa,12620.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. LENTENG AGUNG,Lenteng Agung,,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. MARGASATWA BARAT,,,Not_Found
JAKARTA SELATAN,JAGAKARSA,JL. MARGASATWA RAYA,Jagakarsa,12620.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. MOCH. KAFIFI,,,Not_Found
JAKARTA SELATAN,JAGAKARSA,JL. MOCH. KAHFI II,,,Not_Found
JAKARTA SELATAN,JAGAKARSA,JL. NANGKA,Tanjung Barat,12530.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. PASO,Jagakarsa,12620.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. POL TANGAN,,,Not_Found
JAKARTA SELATAN,JAGAKARSA,JL. SADAR,Ciganjur,12620.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. SIRSAK,Jagakarsa,,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. SRENGSENG SAWAH,Srengseng Sawah,16424.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. TANJUNG BARAT,Tanjung Barat,12530.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. TB. SIMATUPANG,,,Not_Found
JAKARTA SELATAN,JAGAKARSA,JL. TIMBUL,Cipedak,16431.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. TIMBUL CIGANJUR,,,Not_Found
JAKARTA SELATAN,JAGAKARSA,JL. WARUNG SILA,Ciganjur,12640.0,OSM_Success
JAKARTA SELATAN,JAGAKARSA,JL. RANCHO INDAH,Tanjung Barat,,OSM_Success
JAKARTA SELATAN,JAGAKARSA,KO TANJUNG MAS,,,Not_Found
JAKARTA SELATAN,JAGAKARSA,JL. HERMAN SUSILO,,,Not_Found
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. ABDUL RAHIM,,,Not_Found
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. BANGKA,Bangka,12730.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. BANGKA II,Pela Mampang,12710.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. BANGKA 111,Bangka,12730.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. BANGKA IV,Pela Mampang,12720.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. BANGKA IX,Pela Mampang,12790.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. BANGKA RAYA,Pela Mampang,12720.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. BANGKA SELATAN,Bangka,12730.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. BANGKA V,Pela Mampang,12710.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. BANGKA VI,Pela Mampang,12720.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. BANGKA VII,Pela Mampang,12720.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. BANGKA VIII,Pela Mampang,12720.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. BANGKA X,Pela Mampang,12720.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. BANGKA XI,Pela Mampang,12790.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. BANGKA XII,Pela Mampang,12150.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. DUREN BANGKA,Bangka,12730.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. JEND. GATOT SUBROTO,,,Not_Found
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KAPT. PIERE TENDEAN,,,Not_Found
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KEMANG,Bangka,,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KEMANG RAYA,Bangka,12410.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KEMANG SELATAN,Bangka,12410.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KEMANG SELATAN,Bangka,12410.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KEMANG SELATAN II,Bangka,12410.0,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KEMANG SELATAN III,Bangka,12410.0,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KEMANG SELATAN IV,Bangka,12410.0,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KEMANG SELATAN V,Bangka,12410.0,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KEMANG SELATAN VI,Bangka,12410.0,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KEMANG SELATAN VII,Bangka,12410.0,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KEMANG SELATAN VIII,Bangka,12410.0,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KEMANG TIMUR,Bangka,12730.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KEMANG UTARA,Bangka,12730.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KEMANG UTARA IX,Bangka,12730.0,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KUNINGAN BARAT,Kuningan Barat,,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. KUNINGAN TERUSAN,Kuningan Barat,17431.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. MAMPANG PRAPATAN,Mampang Prapatan,,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. MAMPANG PRAPATAN,Mampang Prapatan,,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. MAMPANG PRAPATAN II,Mampang Prapatan,,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. MAMPANG PRAPATAN III,Mampang Prapatan,,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. MAMPANG PRAPATAN IV,Mampang Prapatan,,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. MAMPANG PRAPATAN IX,Mampang Prapatan,,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. MAMPANG PRAPATAN V,Mampang Prapatan,,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. MAMPANG PRAPATAN VI,Mampang Prapatan,,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. MAMPANG PRAPATAN VII,Mampang Prapatan,,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. MAMPANG PRAPATAN VIII,Mampang Prapatan,,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. MAMPANG PRAPATAN X,Mampang Prapatan,,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. MAMPANG PRAPATAN XI,Mampang Prapatan,,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. MAMPANG PRAPATAN XII,Mampang Prapatan,,Imputed_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. MESJID TEGAL PARANG,,,Not_Found
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. PONDOK JAYA,Tegal Parang,12790.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. PONDOK KARYA,Mampang Prapatan,12790.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. TAMAN KEMANG,Bangka,,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. TEGAL PARANG SELATAN,Tegal Parang,12790.0,OSM_Success
JAKARTA SELATAN,MAMPANG PRAPATAN,JL. TEGAL PARANG UTARA,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. BUNCIT RAYA,Kalibata,12740.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. DUREN BANGKA,Duren Tiga,12760.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. DUREN TIGA,Duren Tiga,12760.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. DUREN TIGA SELATAN,Duren Tiga,12760.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. DURI,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. EMPANG TIGA,Kalibata,17240.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. H. SAMALI/SAMADI,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. JEND. GATOT SUBROTO,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. JEND. MT. HARYONO,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. KALIBATA INDAH,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. KALIBATA TENGAH,Kalibata,12740.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. KALIBATA TIMUR,Kalibata,17240.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. KALIBATA TIMUR,Kalibata,17240.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. KALIBATA UTARA,Kalibata,17240.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. KEMANG UTARA IX,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. MAMPANG PRAPATAN XIX,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. MAMPANG PRAPATAN XV,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. MAMPANG PRAPATAN XVI,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. MAMPANG PRAPATAN XVII,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. MAMPANG PRAPATAN XVIII,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. MAMPANG PRAPATAN XX,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. PANCORAN,Pancoran,12780.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. PANCORAN BARAT,Pancoran,12760.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. PANCORAN TIMUR,Pancoran,12780.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. PENGADEGAN BARAT,Pengadegan,12770.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. PENGADEGAN SELATAN,Pengadegan,12770.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. PENGADEGAN TIMUR,Pengadegan,13630.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. PENGGADEGAN TIMUR,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. RAWAJATI TIMUR,Rawajati,12750.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. RAYA PASAR MINGGU,Pejaten Timur,17240.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. TMP KALIBATA,Rawajati,13640.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. WARUNG JATI BARAT,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. WARUNG JATI TIMUR,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. DUREN TIGA BARAT,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. DUREN TIGA UTARA,,,Not_Found
JAKARTA SELATAN,PANCORAN,JL. PANCORAN TIMUR II,Pancoran,12780.0,Imputed_Success
JAKARTA SELATAN,PANCORAN,JL. PENGADEGAN UTARA,Pengadegan,12770.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. RAWAJATI TIMUR,Rawajati,12750.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. CIKOKO,Cikoko,,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. CIKOKO BARAT,Cikoko,12770.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. CIKOKO TIMUR,Cikoko,12770.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. AMIL,Kalibata,12510.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. LOKA INDAH,Kalibata,12760.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. MINYAK,Duren Tiga,12760.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. GURU ALIP,Duren Tiga,12760.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. JATILUHUR,Duren Tiga,12760.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. TRILOKA,Pancoran,12780.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. DAKSA PIUN,Kalibata,12760.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. PERTANI,Duren Tiga,17240.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. BUNCIT PERSADA,Kalibata,12740.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. KALIBATA PULO,Kalibata,12740.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. VETERAN,Duren Tiga,12760.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. RAWAJATI BARAT,Rawajati,12750.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. PLN,Duren Tiga,12760.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. POTLOT,Duren Tiga,12760.0,OSM_Success
JAKARTA SELATAN,PANCORAN,JL. PERTANI,Duren Tiga,17240.0,OSM_Success
JAKARTA SELATAN,KEBAYORAN BARU,JL. ABD MAJID,,,Not_Found
JAKARTA SELATAN,KEBAYORAN BARU,JL. ABD MAJID DALAM,,,Not_Found
JAKARTA SELATAN,KEBAYORAN BARU,JL. ADITIAWARMAN,Melawai,12160.0,OSM_Success
JAKARTA SELATAN,KEBAYORAN BARU,JL. AKRI KOMP. POLRI,,,Not_Found
JAKARTA SELATAN,KEBAYORAN BARU,JL. ANDARA,,,Not_Found
JAKARTA SELATAN,KEBAYORAN BARU,JL. ANGGREK,Gandaria Utara,12140.0,OSM_Success
JAKARTA SELATAN,KEBAYORAN BARU,JL. ANTENA,Gandaria Utara,12140.0,OSM_Success
JAKARTA SELATAN,KEBAYORAN BARU,JL. ANTENA II,Gandaria Utara,12140.0,OSM_Success
JAKARTA SELATAN,KEBAYORAN BARU,JL. ANTENA III,Gandaria Utara,12140.0,OSM_Success
JAKARTA SELATAN,KEBAYORAN BARU,JL. ANTENA IV,Kramat Pela,12140.0,OSM_Success
JAKARTA SELATAN,KEBAYORAN BARU,JL. ANTENA IX,Gandaria Utara,12140.0,Imputed_Success
JAKARTA SELATAN,KEBAYORAN BARU,JL. ANTENA V,Gandaria Utara,12140.0,OSM_Success
JAKARTA SELATAN,KEBAYORAN BARU,JL. ANTENA VI,Gandaria Utara,12140.0,OSM_Success
JAKARTA SELATAN,KEBAYORAN BARU,JL. ANTENA VII,Gandaria Utara,12140.0,OSM_Success
