name,wilayah,category,KELURAHAN_REF,KECAMATAN_REF,KODEPOS_REF,STATUS
Apartemen Senopati,Jakarta Selatan,apartemen,Senayan,,12110,OSM_Success_Recovered
Langham Residence,Jakarta Selatan,apartemen,Senayan,,12190.0,OSM_Success
Raffles Residence,Jakarta Selatan,apartemen,,,,Not_Found
Nirvana Residence Kemang,Jakarta Selatan,apartemen,,,,Not_Found
Sahid Metropolitan,Jakarta Selatan,apartemen,Karet,,12920.0,OSM_Success
SCBD Suites,Jakarta Selatan,apartemen,Senayan,,,OSM_Success
Branz Simatupang,Jakarta Selatan,apartemen,Cilandak Barat,,,OSM_Success
The Peak,Jakarta Selatan,apartemen,Setiabudi,,,OSM_Success
Pakubuwono View,Jakarta Selatan,apartemen,Kebayoran Lama Utara,,,OSM_Success
Simprug Indah,Jakarta Selatan,apartemen,Grogol Selatan,,12220.0,OSM_Success
Simprug Terrace,Jakarta Selatan,apartemen,,,,Not_Found
Airlangga Ritz Carlton,Jakarta Selatan,apartemen,,,,Not_Found
Senayan Residence,Jakarta Selatan,apartemen,Grogol Utara,,,OSM_Success
Pakubuwono Spring,Jakarta Selatan,apartemen,Grogol Selatan,,,OSM_Success
Plaza Senayan,Jakarta Pusat,apartemen,Gelora,,10270.0,OSM_Success
Somerset Berlian,Jakarta Selatan,apartemen,,,,Not_Found
Pondok Indah Residences,Jakarta Selatan,apartemen,,,,Not_Found
1Park Residences,Jakarta Selatan,apartemen,,,,Not_Found
Capital Residence,Jakarta Selatan,apartemen,Kebayoran Baru,,12190.0,OSM_Success
Gateway Pesanggrahan,Jakarta Selatan,apartemen,Petukangan Selatan,,,OSM_Success
Oakwood,Jakarta Selatan,apartemen,Kuningan Timur,,12950.0,OSM_Success
Pondok Indah Golf Apartment,Jakarta Selatan,apartemen,,,,Not_Found
Setiabudi Sky Garden,Jakarta Selatan,apartemen,Karet,,,OSM_Success
Verde,Jakarta Selatan,apartemen,Karet,,12910.0,OSM_Success
Verde 2,Jakarta Selatan,apartemen,Karet,,,OSM_Success
Golfhill Terraces,Jakarta Selatan,apartemen,,,,Not_Found
Senopati Suites,Jakarta Selatan,apartemen,Senayan,,12110.0,OSM_Success
Apple Residence,Jakarta Selatan,apartemen,Kampung Bali,,10250,OSM_Success_Recovered
Residence 8 Senopati,Jakarta Selatan,apartemen,Senayan,,12190.0,OSM_Success
Essence on Darmawangsa,Jakarta Selatan,apartemen,,,,Not_Found
L'Avenue,Jakarta Selatan,apartemen,Pancoran,,12780.0,OSM_Success
SOHO Pancoran,Jakarta Selatan,apartemen,Tebet Barat,,,OSM_Success
Arzuria,Jakarta Selatan,apartemen,,,,Not_Found
fX Residence,Jakarta Pusat,apartemen,,,,Not_Found
Fatmawati City Center,Jakarta Selatan,apartemen,Cilandak Barat,,,OSM_Success
Apartemen Ambassador,Jakarta Selatan,apartemen,Kuningan Timur,,17431,OSM_Success_Recovered
Signature Park Apartment,Jakarta Selatan,apartemen,,,,Not_Found
Somerset Grand Citra Kuningan,Jakarta Selatan,apartemen,Karet Kuningan,,12950.0,OSM_Success
Somerset Kencana,Jakarta Selatan,apartemen,,,,Not_Found
Puri Imperium,Jakarta Selatan,apartemen,Guntur,,,OSM_Success
The Kencana Residence,Jakarta Selatan,apartemen,,,,Not_Found
Bellezza,Jakarta Selatan,apartemen,Grogol Utara,,12210.0,OSM_Success
Pakubuwono Residence,Jakarta Selatan,apartemen,Gunung,,12140.0,OSM_Success
Permata Gandaria,Jakarta Selatan,apartemen,Kramat Pela,,12130.0,OSM_Success
Sailendra,Jakarta Selatan,apartemen,Kuningan Timur,,12950.0,OSM_Success
Izzara,Jakarta Selatan,apartemen,Cilandak Barat,,,OSM_Success
Selatan 8,Jakarta Selatan,apartemen,Kuningan Timur,,12950.0,OSM_Success
Southgate Residence,Jakarta Selatan,apartemen,,,,Not_Found
Dharmawangsa Residence,Jakarta Selatan,apartemen,,,,Not_Found
District 8,Jakarta Selatan,apartemen,Senayan,,12110.0,OSM_Success
Pacific Place,Jakarta Selatan,apartemen,Senayan,,12190.0,OSM_Success
South Quarter,Jakarta Selatan,apartemen,Cilandak Barat,,,OSM_Success
The Stay Antasari 27,Jakarta Selatan,apartemen,,,,Not_Found
Brawijaya,Jakarta Selatan,apartemen,Pulo,,,OSM_Success
The Aspen Residence,Jakarta Selatan,apartemen,,,,Not_Found
Newton Ciputra World,Jakarta Selatan,apartemen,Karet Semanggi,,12930.0,OSM_Success
La Maison,Jakarta Selatan,apartemen,Kramat Pela,,12130.0,OSM_Success
Nine Residence,Jakarta Selatan,apartemen,Duren Tiga,,12790.0,OSM_Success
Havenwood Residence,Jakarta Selatan,apartemen,,,,Not_Found
Lavish Kemang Residence,Jakarta Selatan,apartemen,Bangka,,,OSM_Success
Ciputra World,Jakarta Selatan,apartemen,Karet Semanggi,,,OSM_Success
Purnawarman Executive Mansion,Jakarta Selatan,apartemen,,,,Not_Found
Regent Residences,Jakarta Selatan,apartemen,,,,Not_Found
The St. Regis Residences,Jakarta Selatan,apartemen,,,,Not_Found
Permata Senayan,Jakarta Selatan,apartemen,Grogol Utara,,,OSM_Success
Galleria Court Condominium,Jakarta Selatan,apartemen,,,,Not_Found
Bellevue Place,Jakarta Selatan,apartemen,Tebet Timur,,12820.0,OSM_Success
Aston Rasuna,Jakarta Selatan,apartemen,Karet Kuningan,,12920.0,OSM_Success
Podomoro Park,Jakarta Timur,apartemen,,,,Not_Found
Urban Signature,Jakarta Timur,apartemen,,,,Not_Found
Menara Cawang,Jakarta Timur,apartemen,Cawang,,13520.0,OSM_Success
Casablanca East Residence,Jakarta Timur,apartemen,,,,Not_Found
Bassura City,Jakarta Timur,apartemen,Cipinang Besar Selatan,,13240.0,OSM_Success
TheHive Taman Sari,Jakarta Timur,apartemen,,,,Not_Found
Pondok Kelapa Village,Jakarta Timur,apartemen,Pondok Kelapa,,13440.0,OSM_Success
Tamansari Skyhive Apartment,Jakarta Timur,apartemen,,,,Not_Found
MT Haryono Square,Jakarta Timur,apartemen,Cipinang Cempedak,,13340.0,OSM_Success
Citralandmark,Jakarta Timur,apartemen,,,,Not_Found
Taman Pasadenia,Jakarta Timur,apartemen,,,,Not_Found
East Park,Jakarta Timur,apartemen,Jatinegara,,13910.0,OSM_Success
Titanium Square,Jakarta Timur,apartemen,Pekayon,,13730.0,OSM_Success
The Sahid Asena,Jakarta Timur,apartemen,,,,Not_Found
Cibubur Comfort,Jakarta Timur,apartemen,,,,Not_Found
Patria Park,Jakarta Timur,apartemen,Cipinang Cempedak,,13930.0,OSM_Success
Signature Park Grande,Jakarta Timur,apartemen,Cawang,,13340.0,OSM_Success
MT Haryono Residence,Jakarta Timur,apartemen,Bidara Cina,,13340.0,OSM_Success
Delta Cakung,Jakarta Timur,apartemen,,,,Not_Found
The Hive Cawang,Jakarta Timur,apartemen,,,,Not_Found
Core Sky Residence,Jakarta Timur,apartemen,,,,Not_Found
Callia,Jakarta Timur,apartemen,Kayu Putih,,13210.0,OSM_Success
Prajawangsa City,Jakarta Timur,apartemen,,,,Not_Found
Sentra Timur Residence,Jakarta Timur,apartemen,Pulo Gebang,,13940.0,OSM_Success
Cibubur Village,Jakarta Timur,apartemen,Cibubur,,16458.0,OSM_Success
Oak Tower,Jakarta Timur,apartemen,Pulo Gadung,,13260.0,OSM_Success
The H Residence,Jakarta Timur,apartemen,Kelapa Gading Barat,,14240,OSM_Success_Recovered
Bintara Residence,Jakarta Timur,apartemen,,,,Not_Found
East 8,Jakarta Timur,apartemen,Munjul,,13850.0,OSM_Success
Jakarta Living Star,Jakarta Timur,apartemen,,,,Not_Found
Tifolia,Jakarta Utara,apartemen,Kayu Putih,,13210,OSM_Success_Recovered
Citra Living,Jakarta Barat,apartemen,,,,Not_Found
Puri Orchard,Jakarta Barat,apartemen,Rawa Buaya,,,OSM_Success
Aerium Residence,Jakarta Barat,apartemen,,,,Not_Found
Wang Residence,Jakarta Barat,apartemen,,,,Not_Found
Wesling Kedoya,Jakarta Barat,apartemen,Kedoya Selatan,,11610.0,OSM_Success
Vittoria Residence,Jakarta Barat,apartemen,Rawa Buaya,,11749.0,OSM_Success
Rusun Tanah Abang,Jakarta Pusat,apartemen,Kebon Kacang,,10240.0,OSM_Success
Paradise Mansion,Jakarta Barat,apartemen,Pegadungan,,11830.0,OSM_Success
Gianetti,Jakarta Barat,apartemen,,,,Not_Found
Veranda Residence @Puri,Jakarta Barat,apartemen,,,,Not_Found
Metro Park Residence,Jakarta Barat,apartemen,Kedoya Selatan,,,OSM_Success
Grand Tropic,Jakarta Barat,apartemen,Tanjung Duren Utara,,11470.0,OSM_Success
Kedoya Elok,Jakarta Barat,apartemen,Kedoya Selatan,,11530.0,OSM_Success
Centro City Residence,Jakarta Barat,apartemen,Kedoya Utara,,11460.0,OSM_Success
19 Avenue,Jakarta Barat,apartemen,Pegadungan,,,OSM_Success
Ciputra International Puri,Jakarta Barat,apartemen,,,,Not_Found
Maqna Residence,Jakarta Barat,apartemen,Kebon Jeruk,,11630.0,OSM_Success
Mediterania Gajah Mada,Jakarta Barat,apartemen,Keagungan,,,OSM_Success
Green Parkview,Jakarta Barat,apartemen,Cengkareng,,,OSM_Success
Grand Palm Residence,Jakarta Barat,apartemen,,,,Not_Found
City Park,Jakarta Barat,apartemen,Cengkareng Timur,,,OSM_Success
Stars Residence,Jakarta Barat,apartemen,,,,Not_Found
Gallery West Residence,Jakarta Barat,apartemen,,,,Not_Found
Permata Eksekutif,Jakarta Barat,apartemen,Kelapa Dua,,11550.0,OSM_Success
Puri Mansion,Jakarta Barat,apartemen,Kembangan Selatan,,,OSM_Success
D'Lofts,Jakarta Barat,apartemen,Palmerah,,11480.0,OSM_Success
Mediterania Tanjung Duren,Jakarta Barat,apartemen,Tanjung Duren Selatan,,,OSM_Success
Taman Anggrek,Jakarta Barat,apartemen,Tanjung Duren Selatan,,11440.0,OSM_Success
St Moritz,Jakarta Barat,apartemen,Kembangan Selatan,,11610.0,OSM_Success
Menara Latumenten,Jakarta Barat,apartemen,Jelambar Baru,,11410.0,OSM_Success
Central Park,Jakarta Barat,apartemen,Tanjung Duren Selatan,,11450.0,OSM_Success
Royal Mediterania Garden,Jakarta Barat,apartemen,Tanjung Duren Selatan,,11470.0,OSM_Success
GP Plaza,Jakarta Barat,apartemen,Gelora,,10270,OSM_Success_Recovered
Slipi,Jakarta Barat,apartemen,Palmerah,,10260.0,OSM_Success
Taman Anggrek Residences,Jakarta Barat,apartemen,Tanjung Duren Selatan,,,OSM_Success
Grand Madison,Jakarta Barat,apartemen,Tanjung Duren Selatan,,11470.0,OSM_Success
Satu8 Residence,Jakarta Barat,apartemen,Kedoya Selatan,,,OSM_Success
Citra Garden City,Jakarta Barat,apartemen,Tegal Alur,,,OSM_Success
Seasons City,Jakarta Barat,apartemen,Jembatan Besi,,11320.0,OSM_Success
Green Sedayu,Jakarta Barat,apartemen,Kalideres,,,OSM_Success
Belmont Residence,Jakarta Barat,apartemen,Srengseng,,11630.0,OSM_Success
Metro Park Residences,Jakarta Barat,apartemen,,,,Not_Found
Madison Park,Jakarta Barat,apartemen,Tanjung Duren Selatan,,11430.0,OSM_Success
Puri Park Residence,Jakarta Barat,apartemen,Jatiwarna,,17415,OSM_Success_Recovered
Puri Garden,Jakarta Barat,apartemen,Semanan,,,OSM_Success
Daan Mogot City,Jakarta Barat,apartemen,Kalideres,,,OSM_Success
Puri Park View,Jakarta Barat,apartemen,Meruya Utara,,11630.0,OSM_Success
City Resort,Jakarta Barat,apartemen,Cengkareng Timur,,11730.0,OSM_Success
Sky Terrace Lagoon Condominium,Jakarta Barat,apartemen,,,,Not_Found
Point 8 Terrace Mansion,Jakarta Barat,apartemen,,,,Not_Found
Green Central City,Jakarta Pusat,apartemen,Rawasari,,10570.0,OSM_Success
Westmark Apartment,Jakarta Barat,apartemen,Tanjung Duren Selatan,,11470.0,OSM_Success
City Garden,Jakarta Barat,apartemen,Tegal Alur,,,OSM_Success
Windsor,Jakarta Barat,apartemen,,,,Not_Found
Menara Kebon Jeruk,Jakarta Barat,apartemen,Duri Kepa,,11430.0,OSM_Success
Tomang Park,Jakarta Barat,apartemen,Tomang,,,OSM_Success
West Vista,Jakarta Barat,apartemen,Duri Kosambi,,,OSM_Success
SOHO @ Podomoro City,Jakarta Barat,apartemen,Grogol Petamburan,,11470.0,OSM_Success
Gading Nias,Jakarta Utara,apartemen,Pegangsaan Dua,,14250.0,OSM_Success
Oceana Residence,Jakarta Utara,apartemen,,,,Not_Found
Summerville,Jakarta Utara,apartemen,Kelapa Gading Timur,,14240.0,OSM_Success
Menara Marina Condominium,Jakarta Utara,apartemen,,,,Not_Found
Metro Sunter,Jakarta Utara,apartemen,Papanggo,,14340.0,OSM_Success
Summit,Jakarta Utara,apartemen,Kelapa Gading Timur,,14240.0,OSM_Success
The LINQ Kemayoran,Jakarta Pusat,apartemen,Pademangan Timur,,14410,OSM_Success_Recovered
Aston Pluit,Jakarta Utara,apartemen,Pluit,,14440.0,OSM_Success
Aston Marina Residence,Jakarta Utara,apartemen,,,,Not_Found
Marina Mediterania Ancol,Jakarta Utara,apartemen,Ancol,,14430.0,OSM_Success
Kelapa Gading Square,Jakarta Utara,apartemen,,,,Not_Found
Sedayu City,Jakarta Utara,apartemen,Rawa Terate,,14250.0,OSM_Success
Green Bay Pluit,Jakarta Utara,apartemen,Pluit,,14440.0,OSM_Success
Green Lake Sunter,Jakarta Utara,apartemen,Sunter Agung,,14350.0,OSM_Success
De Ploeit Centrale,Jakarta Utara,apartemen,Pluit,,14440.0,OSM_Success
Sunter Park View,Jakarta Utara,apartemen,Sunter Jaya,,14350.0,OSM_Success
Sunter Icon,Jakarta Utara,apartemen,Sunter Agung,,14350.0,OSM_Success
Royal Tower Riverside,Jakarta Utara,apartemen,,,,Not_Found
Oyama Plaza,Jakarta Utara,apartemen,,,,Not_Found
Regatta,Jakarta Utara,apartemen,Penjaringan,,14430.0,OSM_Success
Gold Coast,Jakarta Utara,apartemen,Kamal Muara,,14470.0,OSM_Success
Pluit Sea View,Jakarta Utara,apartemen,Penjaringan,,14430.0,OSM_Success
Tokyo Riverside Apartment,Jakarta Utara,apartemen,,,,Not_Found
The Park Residence,Jakarta Utara,apartemen,Kelapa Gading Barat,,14240.0,OSM_Success
Maple Park,Jakarta Utara,apartemen,Sunter Agung,,14350.0,OSM_Success
City Home Apartment,Jakarta Utara,apartemen,,,,Not_Found
Gading Mediterania Residence,Jakarta Utara,apartemen,,,,Not_Found
Ancol Mansion,Jakarta Utara,apartemen,Ancol,,14430.0,OSM_Success
Northland Ancol Residence,Jakarta Utara,apartemen,Pademangan Barat,,14420.0,OSM_Success
Wisma Gading Permai,Jakarta Utara,apartemen,Kelapa Gading Timur,,14250.0,OSM_Success
French Walk,Jakarta Utara,apartemen,Kelapa Gading Barat,,14240.0,OSM_Success
Gading Green Hill,Jakarta Utara,apartemen,,,,Not_Found
Gading Resort Residences,Jakarta Utara,apartemen,Kelapa Gading Barat,,14240.0,OSM_Success
Gading Icon,Jakarta Utara,apartemen,Pulo Gadung,,13260,OSM_Success_Recovered
Sherwood Residence,Jakarta Utara,apartemen,Kelapa Gading Barat,,14240.0,OSM_Success
The Kensington Royal Suites,Jakarta Utara,apartemen,Kelapa Gading Timur,,14240.0,OSM_Success
Robinson,Jakarta Utara,apartemen,Pejagalan,,14450.0,OSM_Success
Apartemen Pantai Mutiara,Jakarta Utara,apartemen,Pluit,,14440,OSM_Success_Recovered
Laguna Pluit,Jakarta Utara,apartemen,Pluit,,14440.0,OSM_Success
Aston Marina,Jakarta Utara,apartemen,,,,Not_Found
Paladian Park,Jakarta Utara,apartemen,Kelapa Gading Barat,,14240.0,OSM_Success
Teluk Intan,Jakarta Utara,apartemen,Pejagalan,,14450.0,OSM_Success
CBD Pluit,Jakarta Utara,apartemen,Penjaringan,,14430.0,OSM_Success
Osaka Riverview,Jakarta Utara,apartemen,,,,Not_Found
Monumen Selamat Datang,Jakarta Pusat,bangunan_dan_struktur,Menteng,,10310.0,OSM_Success
Hotel Indonesia,Jakarta Pusat,bangunan_dan_struktur,Menteng,,10310.0,OSM_Success
The Westin,Jakarta Selatan,bangunan_dan_struktur,Karet Kuningan,,12940.0,OSM_Success
Wisma Arthaloka,Jakarta Pusat,bangunan_dan_struktur,Karet Tengsin,,10220.0,OSM_Success
Wisma Kyoei Prince,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Wisma Prince Center,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Wisma Nugraha Santana,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Mid Plaza,Jakarta Selatan,bangunan_dan_struktur,,,,Not_Found
Da Vinci Tower,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Hotel Sahid Jakarta,Jakarta Selatan,bangunan_dan_struktur,Karet Tengsin,,10220,OSM_Success_Recovered
Le Meridien Hotel,Jakarta Selatan,bangunan_dan_struktur,Karet,,10220.0,OSM_Success
Wisma Dharmala Sakti,Jakarta Selatan,bangunan_dan_struktur,,,,Not_Found
Wisma Sudirman,Jakarta Selatan,bangunan_dan_struktur,Karet,,10220.0,OSM_Success
Gedung BRI I,Jakarta Pusat,bangunan_dan_struktur,Bendungan Hilir,,10210.0,OSM_Success
Gedung BRI II,Jakarta Pusat,bangunan_dan_struktur,Bendungan Hilir,,10210.0,OSM_Success
Wisma GKBI,Jakarta Pusat,bangunan_dan_struktur,Bendungan Hilir,,10210.0,OSM_Success
Hotel Sultan,Jakarta Pusat,bangunan_dan_struktur,Gelora,,10270.0,OSM_Success
Gelora Bung Karno,Jakarta Pusat,bangunan_dan_struktur,Tanah Abang,,10270.0,OSM_Success
Sudirman Palace,Jakarta Selatan,bangunan_dan_struktur,,,,Not_Found
Depdiknas (Kemendikbud),Jakarta Selatan,bangunan_dan_struktur,,,,Not_Found
Ratu Plaza,Jakarta Selatan,bangunan_dan_struktur,Gelora,,10270,OSM_Success_Recovered
Panin Bank Center,Jakarta Selatan,bangunan_dan_struktur,Gelora,,10270,OSM_Success_Recovered
Thamrin City,Jakarta Pusat,bangunan_dan_struktur,Kebon Melati,,10230.0,OSM_Success
Thamrin Executive Residences,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Thamrin Residences,Jakarta Pusat,bangunan_dan_struktur,Kebon Melati,,10230.0,OSM_Success
Cosmo Mansion,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Jakarta Residences,Jakarta Pusat,bangunan_dan_struktur,Kebon Kosong,,10630,OSM_Success_Recovered
Cosmo Terrace,Jakarta Pusat,bangunan_dan_struktur,Kebon Melati,,10230.0,OSM_Success
Hotel Mandarin Oriental,Jakarta Pusat,bangunan_dan_struktur,Menteng,,10310.0,OSM_Success
BBD Plaza,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Stasiun Dukuh Atas,Jakarta Selatan,bangunan_dan_struktur,Setiabudi,,10310.0,OSM_Success
Landmark Towers,Jakarta Selatan,bangunan_dan_struktur,,,,Not_Found
Wisma Indocement,Jakarta Selatan,bangunan_dan_struktur,Setiabudi,,10220.0,OSM_Success
Wisma Bumiputera,Jakarta Selatan,bangunan_dan_struktur,Setiabudi,,10220.0,OSM_Success
Chase Plaza,Jakarta Selatan,bangunan_dan_struktur,Setiabudi,,12910.0,OSM_Success
Wisma Tamara,Jakarta Selatan,bangunan_dan_struktur,Karet,,10220.0,OSM_Success
Wisma BCA,Jakarta Pusat,bangunan_dan_struktur,Pondok Pinang,,12310,OSM_Success_Recovered
Plaza Lippo,Jakarta Selatan,bangunan_dan_struktur,Kramat Jati,,13510,OSM_Success_Recovered
Plaza DM,Jakarta Selatan,bangunan_dan_struktur,,,,Not_Found
Sona Topas Tower,Jakarta Selatan,bangunan_dan_struktur,,,,Not_Found
Mayapada Tower,Jakarta Selatan,bangunan_dan_struktur,Karet,,12920.0,OSM_Success
Wisma Metropolitan 1,Jakarta Pusat,bangunan_dan_struktur,Rawa Badak Utara,,14230,OSM_Success_Recovered
Wisma Metropolitan 2,Jakarta Pusat,bangunan_dan_struktur,Quilicura,Provincia de Santiago,8320000,OSM_Success_Recovered
World Trade Center Jakarta,Jakarta Selatan,bangunan_dan_struktur,Karet,,12920.0,OSM_Success
Sampoerna Strategic Square,Jakarta Selatan,bangunan_dan_struktur,Karet Semanggi,,,OSM_Success
Plaza Sentral,Jakarta Selatan,bangunan_dan_struktur,Karet Semanggi,,12930.0,OSM_Success
Rumah Sakit Jakarta,Jakarta Pusat,bangunan_dan_struktur,Cempaka Putih Timur,,10540.0,OSM_Success
Universitas Kristen Atma Jaya,Jakarta Selatan,bangunan_dan_struktur,,,,Not_Found
Plaza Semanggi,Jakarta Selatan,bangunan_dan_struktur,Karet Semanggi,,12930.0,OSM_Success
Balai Sarbini,Jakarta Selatan,bangunan_dan_struktur,,,,Not_Found
Jembatan Semanggi,Jakarta Selatan,bangunan_dan_struktur,Senayan,,12930.0,OSM_Success
Polda Metro Jaya,Jakarta Selatan,bangunan_dan_struktur,Senayan,,12190.0,OSM_Success
Jakarta Stock Exchange,Jakarta Selatan,bangunan_dan_struktur,Senayan,,12190,OSM_Success_Recovered
Plaza Bapindo,Jakarta Selatan,bangunan_dan_struktur,,,,Not_Found
Graha Niaga,Jakarta Selatan,bangunan_dan_struktur,Senayan,,12190.0,OSM_Success
Plaza ABDA,Jakarta Selatan,bangunan_dan_struktur,,,,Not_Found
Menara Sudirman,Jakarta Selatan,bangunan_dan_struktur,Senayan,,12190.0,OSM_Success
Summitmas,Jakarta Selatan,bangunan_dan_struktur,Senayan,,12190.0,OSM_Success
Sudirman Plaza,Jakarta Selatan,bangunan_dan_struktur,Setiabudi,,10220.0,OSM_Success
Bank Indonesia,Jakarta Pusat,bangunan_dan_struktur,Gambir,,10110.0,OSM_Success
Departemen Energi dan Sumber Daya Mineral(ESDM),Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Departemen Agama Republik Indonesia,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Bank Rama,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Badan Perencanaan dan Penerapan Teknologi(BPPT),Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Bank Bangkok,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Menara Thamrin Bank Mandiri Syariah,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Gedung Jaya,Jakarta Pusat,bangunan_dan_struktur,Kampung Bali,,10250.0,OSM_Success
Hotel Sari Pan Pacific,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Badan Pengawas Pemilihan Umum(Bawaslu),Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Menara Cakrawala,Jakarta Pusat,bangunan_dan_struktur,Kampung Bali,,10340.0,OSM_Success
Menara Eksekutif,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Gedung Sarinah,Jakarta Pusat,bangunan_dan_struktur,Gondangdia,,10310,OSM_Success_Recovered
Thamrin Office Park,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Kedutaan besar Prancis,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
EX Plaza,Jakarta Pusat,bangunan_dan_struktur,Gelora,,10270.0,OSM_Success
Plaza BII,Jakarta Pusat,bangunan_dan_struktur,Gondangdia,,10310.0,OSM_Success
Kedutaan besar Jepang,Jakarta Pusat,bangunan_dan_struktur,Gondangdia,,10350.0,OSM_Success
Kedutaan besar Korea Selatan,Jakarta Pusat,bangunan_dan_struktur,Kuningan Timur,,12950,OSM_Success_Recovered
Wisma Kosgoro,Jakarta Pusat,bangunan_dan_struktur,Gondangdia,,10310.0,OSM_Success
The Kraton Tower,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Oil Center Jakarta,Jakarta Pusat,bangunan_dan_struktur,Gondangdia,,10310.0,OSM_Success
The Plaza Tower,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Plaza Permata,Jakarta Pusat,bangunan_dan_struktur,Gondangdia,,10310.0,OSM_Success
Plaza Indonesia,Jakarta Pusat,bangunan_dan_struktur,Gondangdia,,10350.0,OSM_Success
Grand Hyatt Jakarta,Jakarta Pusat,bangunan_dan_struktur,Gondangdia,,10350.0,OSM_Success
Hotel Nikko,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Grand Indonesia Shopping Town,Jakarta Pusat,bangunan_dan_struktur,Menteng,,10350.0,OSM_Success
Kempinski Residence,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Wisma Nusantara,Jakarta Pusat,bangunan_dan_struktur,Gondangdia,,10310.0,OSM_Success
Menara BCA,Jakarta Pusat,bangunan_dan_struktur,Menteng,,10310.0,OSM_Success
Kedutaan besar Inggris,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
UOB Plaza,Jakarta Pusat,bangunan_dan_struktur,Kebon Melati,,10510.0,OSM_Success
Deutsche Bank,Jakarta Pusat,bangunan_dan_struktur,Menteng,,10310.0,OSM_Success
The Thamrin Nine,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
Kedutaan besar Jerman,Jakarta Pusat,bangunan_dan_struktur,Menteng,,10350.0,OSM_Success
The City Tower,Jakarta Pusat,bangunan_dan_struktur,Menteng,,10310.0,OSM_Success
Gedung Manggala Wanabakti,Jakarta Pusat,bangunan_dan_struktur,Gelora,,10270.0,OSM_Success
Kementerian Kehutanan Republik Indonesia,Jakarta Pusat,bangunan_dan_struktur,,,,Not_Found
DPR/MPR,Jakarta Pusat,bangunan_dan_struktur,Gelora,,10270.0,OSM_Success
Jakarta Convention Center,Jakarta Pusat,bangunan_dan_struktur,Bendungan Hilir,,10270.0,OSM_Success
Plaza Mandiri,Jakarta Selatan,bangunan_dan_struktur,Senayan,,,OSM_Success
Direktorat Jenderal Pajak,Jakarta Pusat,bangunan_dan_struktur,Senayan,,12930,OSM_Success_Recovered
Autograph Tower,Jakarta Pusat,gedung_tinggi,Kebon Melati,,10230.0,OSM_Success
Luminary Tower,Jakarta Pusat,gedung_tinggi,Kebon Melati,,10230.0,OSM_Success
Gama Tower,Jakarta Selatan,gedung_tinggi,Karet Kuningan,,15920.0,OSM_Success
Azure Tower,Jakarta Selatan,gedung_tinggi,Pademangan Timur,,14410,OSM_Success_Recovered
Treasury Tower,Jakarta Selatan,gedung_tinggi,Senayan,,12190.0,OSM_Success
Trinity Tower,Jakarta Selatan,gedung_tinggi,Karet Kuningan,,15920.0,OSM_Success
Gedung Mori,Jakarta Pusat,gedung_tinggi,Ragunan,,,OSM_Success_Recovered
Wisma 46,Jakarta Pusat,gedung_tinggi,Karet Tengsin,,10220.0,OSM_Success
Menara Astra,Jakarta Pusat,gedung_tinggi,Karet Tengsin,,10220.0,OSM_Success
Millenium Office Tower,Jakarta Pusat,gedung_tinggi,,,,Not_Found
Equinox Tower,Jakarta Selatan,gedung_tinggi,Pademangan Timur,,14410,OSM_Success_Recovered
Revenue Tower,Jakarta Selatan,gedung_tinggi,Senayan,,12190.0,OSM_Success
Raffles Jakarta,Jakarta Selatan,gedung_tinggi,Karet Kuningan,,12940.0,OSM_Success
The Pakubuwono Signature,Jakarta Selatan,gedung_tinggi,Gunung,,12120.0,OSM_Success
World Capital Tower,Jakarta Selatan,gedung_tinggi,Setiabudi,,12950.0,OSM_Success
St Regis Hotel and Residence,Jakarta Selatan,gedung_tinggi,,,,Not_Found
Sahid Sudirman Center,Jakarta Pusat,gedung_tinggi,Karet Tengsin,,10220.0,OSM_Success
Sinarmas MSIG Tower,Jakarta Selatan,gedung_tinggi,Setiabudi,,10220.0,OSM_Success
Menara BCA,Jakarta Pusat,gedung_tinggi,Menteng,,10310.0,OSM_Success
